artist,song,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,clusters
Warfield Spillers,Daddy's Little Girl,0,spotify:track:2ak9EfsoBbErWHQ1LsOD2d,0.722,0.364,5,-13.393,0,0.0707,0.363,0.0,0.339,0.6,108.377,audio_features,2ak9EfsoBbErWHQ1LsOD2d,https://api.spotify.com/v1/tracks/2ak9EfsoBbErWHQ1LsOD2d,https://api.spotify.com/v1/audio-analysis/2ak9EfsoBbErWHQ1LsOD2d,293147,4,2
Rupa,Aaj Shanibar,0,spotify:track:6EEpz2tuKJ2nBSi8LR1Jv3,0.576,0.764,2,-10.799,1,0.188,0.418,0.0749,0.0667,0.823,126.048,audio_features,6EEpz2tuKJ2nBSi8LR1Jv3,https://api.spotify.com/v1/tracks/6EEpz2tuKJ2nBSi8LR1Jv3,https://api.spotify.com/v1/audio-analysis/6EEpz2tuKJ2nBSi8LR1Jv3,479630,4,2
James Dashow,"Sequenza bosco - Fuga - Theme From ""Oedipus Orca""",4,spotify:track:0xL38DT0BVE7zKbz45BRW5,0.236,0.369,11,-25.707,1,0.0674,0.947,0.892,0.09,0.058,99.344,audio_features,0xL38DT0BVE7zKbz45BRW5,https://api.spotify.com/v1/tracks/0xL38DT0BVE7zKbz45BRW5,https://api.spotify.com/v1/audio-analysis/0xL38DT0BVE7zKbz45BRW5,218040,4,5
Etoile De Dakar,Thiely,0,spotify:track:7swbM7aGKpTBChWXSvEu1N,0.623,0.375,8,-12.125,1,0.237,0.333,0.0169,0.0731,0.731,146.705,audio_features,7swbM7aGKpTBChWXSvEu1N,https://api.spotify.com/v1/tracks/7swbM7aGKpTBChWXSvEu1N,https://api.spotify.com/v1/audio-analysis/7swbM7aGKpTBChWXSvEu1N,315813,4,0
Mobb Deep,Peer Pressure,3,spotify:track:7uqcE1H6iwqfZ4FsDa3FVT,0.712,0.773,7,-7.52,1,0.295,0.0216,1.69e-05,0.0389,0.744,181.835,audio_features,7uqcE1H6iwqfZ4FsDa3FVT,https://api.spotify.com/v1/tracks/7uqcE1H6iwqfZ4FsDa3FVT,https://api.spotify.com/v1/audio-analysis/7uqcE1H6iwqfZ4FsDa3FVT,248133,4,0
MF DOOM,One Beer,0,spotify:track:4O4Y5pZNd0kge9aw95OaYC,0.375,0.722,7,-6.7,1,0.243,0.1,0.00336,0.633,0.612,90.712,audio_features,4O4Y5pZNd0kge9aw95OaYC,https://api.spotify.com/v1/tracks/4O4Y5pZNd0kge9aw95OaYC,https://api.spotify.com/v1/audio-analysis/4O4Y5pZNd0kge9aw95OaYC,258587,4,1
Caribou,Odessa,0,spotify:track:2TznENSzbfW1SBOaYlHgQb,0.696,0.913,1,-5.639,1,0.0394,0.00343,0.0567,0.311,0.613,118.032,audio_features,2TznENSzbfW1SBOaYlHgQb,https://api.spotify.com/v1/tracks/2TznENSzbfW1SBOaYlHgQb,https://api.spotify.com/v1/audio-analysis/2TznENSzbfW1SBOaYlHgQb,315507,4,2
patten,Flame,3,spotify:track:0vr6fwcmg0U0QeWYE6o6gT,0.737,0.642,0,-7.178,1,0.0807,0.0772,0.84,0.113,0.459,131.959,audio_features,0vr6fwcmg0U0QeWYE6o6gT,https://api.spotify.com/v1/tracks/0vr6fwcmg0U0QeWYE6o6gT,https://api.spotify.com/v1/audio-analysis/0vr6fwcmg0U0QeWYE6o6gT,280000,4,9
Baroque Jazz Trio,Orientasie,7,spotify:track:3vLwn5GPTXNNxeqiQPSL5U,0.481,0.526,5,-9.943,0,0.0584,0.396,0.151,0.0756,0.796,95.288,audio_features,3vLwn5GPTXNNxeqiQPSL5U,https://api.spotify.com/v1/tracks/3vLwn5GPTXNNxeqiQPSL5U,https://api.spotify.com/v1/audio-analysis/3vLwn5GPTXNNxeqiQPSL5U,259987,4,2
Group Anmataff,Tinariwen,0,spotify:track:6wXEJoT3EixXRd8w0DYaKn,0.764,0.724,0,-5.394,1,0.054,0.72,0.00135,0.28,0.693,101.505,audio_features,6wXEJoT3EixXRd8w0DYaKn,https://api.spotify.com/v1/tracks/6wXEJoT3EixXRd8w0DYaKn,https://api.spotify.com/v1/audio-analysis/6wXEJoT3EixXRd8w0DYaKn,376600,4,2
Daphni,Cos-Ber-Zam Ne Noya - Daphni Mix,41,spotify:track:5wah0uTpYKOSuHax1v4olL,0.726,0.88,9,-6.724,0,0.059,0.0146,0.149,0.407,0.73,120.022,audio_features,5wah0uTpYKOSuHax1v4olL,https://api.spotify.com/v1/tracks/5wah0uTpYKOSuHax1v4olL,https://api.spotify.com/v1/audio-analysis/5wah0uTpYKOSuHax1v4olL,336673,4,4
Koushik,Buttaflybeat,0,spotify:track:2lNlKSmvEVOomE4gltLJ8Y,0.806,0.547,0,-11.403,1,0.0455,0.0457,0.696,0.199,0.853,111.247,audio_features,2lNlKSmvEVOomE4gltLJ8Y,https://api.spotify.com/v1/tracks/2lNlKSmvEVOomE4gltLJ8Y,https://api.spotify.com/v1/audio-analysis/2lNlKSmvEVOomE4gltLJ8Y,61947,4,2
D'Yani,Idyongwana,3,spotify:track:6yZzuCTEDGjsDcUTsNj6ml,0.459,0.965,8,-5.072,1,0.0813,0.688,0.841,0.505,0.473,110.234,audio_features,6yZzuCTEDGjsDcUTsNj6ml,https://api.spotify.com/v1/tracks/6yZzuCTEDGjsDcUTsNj6ml,https://api.spotify.com/v1/audio-analysis/6yZzuCTEDGjsDcUTsNj6ml,510240,3,1
The Rationals,Glowin' (2018 Remaster),1,spotify:track:4Fv7N5artJ3fKgLpogoCuT,0.385,0.42,4,-12.961,0,0.0347,0.307,6.43e-06,0.192,0.449,82.298,audio_features,4Fv7N5artJ3fKgLpogoCuT,https://api.spotify.com/v1/tracks/4Fv7N5artJ3fKgLpogoCuT,https://api.spotify.com/v1/audio-analysis/4Fv7N5artJ3fKgLpogoCuT,255025,4,5
Woo,Om Shanti,0,spotify:track:6chacSuhLoMQK6s5fUZP3S,0.507,0.421,5,-12.394,1,0.0392,0.839,0.69,0.12,0.505,176.121,audio_features,6chacSuhLoMQK6s5fUZP3S,https://api.spotify.com/v1/tracks/6chacSuhLoMQK6s5fUZP3S,https://api.spotify.com/v1/audio-analysis/6chacSuhLoMQK6s5fUZP3S,148074,4,3
Wame Igini Kamu,Traditional (Papua New Guinea),0,spotify:track:75dxbFeRK4dpykGACtdlqT,0.587,0.196,8,-16.262,0,0.482,0.981,0.0116,0.226,0.697,60.226,audio_features,75dxbFeRK4dpykGACtdlqT,https://api.spotify.com/v1/tracks/75dxbFeRK4dpykGACtdlqT,https://api.spotify.com/v1/audio-analysis/75dxbFeRK4dpykGACtdlqT,102480,4,0
Beatrice Dillon,Curl,7,spotify:track:4uOBtKrTvpa4e9nRgZ8U29,0.795,0.796,6,-10.934,1,0.0634,0.506,0.909,0.114,0.32,109.999,audio_features,4uOBtKrTvpa4e9nRgZ8U29,https://api.spotify.com/v1/tracks/4uOBtKrTvpa4e9nRgZ8U29,https://api.spotify.com/v1/audio-analysis/4uOBtKrTvpa4e9nRgZ8U29,295772,4,9
Kool Blues,Can We Try Love Again,0,spotify:track:7psPvCDzo101s1QlT1jms9,0.743,0.879,2,-6.528,1,0.0597,0.181,1.07e-05,0.0733,0.74,114.47,audio_features,7psPvCDzo101s1QlT1jms9,https://api.spotify.com/v1/tracks/7psPvCDzo101s1QlT1jms9,https://api.spotify.com/v1/audio-analysis/7psPvCDzo101s1QlT1jms9,225893,4,2
Miles Davis,Guinnevere,16,spotify:track:5rH4e40TeRsd5x1PZI9Sx5,0.354,0.287,0,-15.221,0,0.0344,0.715,0.119,0.0846,0.202,111.211,audio_features,5rH4e40TeRsd5x1PZI9Sx5,https://api.spotify.com/v1/tracks/5rH4e40TeRsd5x1PZI9Sx5,https://api.spotify.com/v1/audio-analysis/5rH4e40TeRsd5x1PZI9Sx5,1085800,4,8
Willie Wright,Right On For The Darkness,0,spotify:track:2LxAoXsqsN2di6TOQq1dG7,0.65,0.712,5,-8.012,0,0.0706,0.77,4.4e-05,0.206,0.746,107.994,audio_features,2LxAoXsqsN2di6TOQq1dG7,https://api.spotify.com/v1/tracks/2LxAoXsqsN2di6TOQq1dG7,https://api.spotify.com/v1/audio-analysis/2LxAoXsqsN2di6TOQq1dG7,200453,4,2
Alcione,Figa De Guiné,54,spotify:track:0r3Mm4DMDknVpd9phO76v0,0.638,0.727,0,-7.56,0,0.0564,0.639,0.0,0.117,0.946,97.947,audio_features,0r3Mm4DMDknVpd9phO76v0,https://api.spotify.com/v1/tracks/0r3Mm4DMDknVpd9phO76v0,https://api.spotify.com/v1/audio-analysis/0r3Mm4DMDknVpd9phO76v0,139360,4,2
Caribou,Silver,0,spotify:track:10a6C9dke9WCiFCviUFHO0,0.611,0.615,4,-8.342,1,0.0402,0.155,0.266,0.105,0.646,79.992,audio_features,10a6C9dke9WCiFCviUFHO0,https://api.spotify.com/v1/tracks/10a6C9dke9WCiFCviUFHO0,https://api.spotify.com/v1/audio-analysis/10a6C9dke9WCiFCviUFHO0,316660,4,2
Harpers Bizarre,Witchi Tai To,19,spotify:track:4mrvI4b7P0wsQ2DMJRb1Ub,0.46,0.395,11,-10.959,1,0.0364,0.719,0.0,0.11,0.182,108.647,audio_features,4mrvI4b7P0wsQ2DMJRb1Ub,https://api.spotify.com/v1/tracks/4mrvI4b7P0wsQ2DMJRb1Ub,https://api.spotify.com/v1/audio-analysis/4mrvI4b7P0wsQ2DMJRb1Ub,164240,4,5
Yanti Bersaudara,Lembur Kuring,0,spotify:track:6MOD8FMd2PCqcxLXnz9G3m,0.407,0.558,7,-13.268,1,0.115,0.107,0.00102,0.372,0.543,141.612,audio_features,6MOD8FMd2PCqcxLXnz9G3m,https://api.spotify.com/v1/tracks/6MOD8FMd2PCqcxLXnz9G3m,https://api.spotify.com/v1/audio-analysis/6MOD8FMd2PCqcxLXnz9G3m,180185,4,3
Jo Tongo,Those Flowers,6,spotify:track:2Re0HnnU4GBkAofib27Usj,0.735,0.87,9,-7.682,0,0.0754,0.0287,0.133,0.204,0.728,122.721,audio_features,2Re0HnnU4GBkAofib27Usj,https://api.spotify.com/v1/tracks/2Re0HnnU4GBkAofib27Usj,https://api.spotify.com/v1/audio-analysis/2Re0HnnU4GBkAofib27Usj,261000,4,4
Caribou,Can't Do Without You,0,spotify:track:1n6jxW6aFb46rhAgkcX3n3,0.692,0.404,0,-9.033,1,0.0471,0.765,0.78,0.799,0.501,127.989,audio_features,1n6jxW6aFb46rhAgkcX3n3,https://api.spotify.com/v1/tracks/1n6jxW6aFb46rhAgkcX3n3,https://api.spotify.com/v1/audio-analysis/1n6jxW6aFb46rhAgkcX3n3,236040,4,1
Daphni,Just,18,spotify:track:7jfQL9FvObdY6os5QDAVcs,0.612,0.904,10,-8.183,0,0.0378,0.000191,0.79,0.144,0.537,130.983,audio_features,7jfQL9FvObdY6os5QDAVcs,https://api.spotify.com/v1/tracks/7jfQL9FvObdY6os5QDAVcs,https://api.spotify.com/v1/audio-analysis/7jfQL9FvObdY6os5QDAVcs,383462,4,9
Antonio Sanches,Pinta Manta,17,spotify:track:6Qfrdz6hnlCG435hxjI7pF,0.631,0.9,11,-8.071,1,0.343,0.422,0.000264,0.3,0.758,140.808,audio_features,6Qfrdz6hnlCG435hxjI7pF,https://api.spotify.com/v1/tracks/6Qfrdz6hnlCG435hxjI7pF,https://api.spotify.com/v1/audio-analysis/6Qfrdz6hnlCG435hxjI7pF,272191,3,0
R. D. Burman,"Title Music (Sholay) - From “Sholay Songs And Dialogues, Vol. 1” Soundtrack",15,spotify:track:3YCvvYOduWuubRU3mwiG2S,0.469,0.651,7,-10.39,0,0.0391,0.498,0.0821,0.216,0.706,97.997,audio_features,3YCvvYOduWuubRU3mwiG2S,https://api.spotify.com/v1/tracks/3YCvvYOduWuubRU3mwiG2S,https://api.spotify.com/v1/audio-analysis/3YCvvYOduWuubRU3mwiG2S,162543,4,4
Stip Guys,Da Kara,2,spotify:track:46CESRGv5QxpgiZ6X2oEou,0.845,0.639,11,-11.686,0,0.0541,0.000141,0.931,0.0803,0.814,124.992,audio_features,46CESRGv5QxpgiZ6X2oEou,https://api.spotify.com/v1/tracks/46CESRGv5QxpgiZ6X2oEou,https://api.spotify.com/v1/audio-analysis/46CESRGv5QxpgiZ6X2oEou,238417,4,9
Caribou,Irene,0,spotify:track:5bZrgXWIZATsS8cBEobvky,0.541,0.29,1,-13.755,0,0.0404,0.778,0.642,0.543,0.32,124.042,audio_features,5bZrgXWIZATsS8cBEobvky,https://api.spotify.com/v1/tracks/5bZrgXWIZATsS8cBEobvky,https://api.spotify.com/v1/audio-analysis/5bZrgXWIZATsS8cBEobvky,218000,4,5
Super Mama Djombo,Assalariado,0,spotify:track:1WNpXlYMydMbJpHRzs0iSH,0.68,0.453,2,-9.154,0,0.0337,0.683,0.231,0.114,0.701,108.288,audio_features,1WNpXlYMydMbJpHRzs0iSH,https://api.spotify.com/v1/tracks/1WNpXlYMydMbJpHRzs0iSH,https://api.spotify.com/v1/audio-analysis/1WNpXlYMydMbJpHRzs0iSH,363387,4,2
Chuck Senrick,Don't Be so Nice,0,spotify:track:4M8tVyfLEm491gbwvDWVMz,0.765,0.376,3,-16.316,0,0.0299,0.852,0.0134,0.113,0.581,99.786,audio_features,4M8tVyfLEm491gbwvDWVMz,https://api.spotify.com/v1/tracks/4M8tVyfLEm491gbwvDWVMz,https://api.spotify.com/v1/audio-analysis/4M8tVyfLEm491gbwvDWVMz,168963,4,5
Fabriano Fuzion,Kosmos 1 & 2,4,spotify:track:0IGCIgIZbeKbiQ1Jbwjr55,0.528,0.551,9,-11.074,0,0.0368,0.763,0.0286,0.044,0.545,104.271,audio_features,0IGCIgIZbeKbiQ1Jbwjr55,https://api.spotify.com/v1/tracks/0IGCIgIZbeKbiQ1Jbwjr55,https://api.spotify.com/v1/audio-analysis/0IGCIgIZbeKbiQ1Jbwjr55,428665,4,4
Rome Sithammarat,Sao New Look,0,spotify:track:5P6fOJsoqV9NSBqkU0l4t9,0.828,0.549,8,-6.508,1,0.0862,0.573,0.0,0.19,0.727,141.668,audio_features,5P6fOJsoqV9NSBqkU0l4t9,https://api.spotify.com/v1/tracks/5P6fOJsoqV9NSBqkU0l4t9,https://api.spotify.com/v1/audio-analysis/5P6fOJsoqV9NSBqkU0l4t9,216120,4,4
Caribou,Bees,0,spotify:track:3ZKI571IyBKZPHq1UiQ2Sw,0.713,0.59,9,-12.821,1,0.0304,0.8,0.899,0.111,0.783,130.71,audio_features,3ZKI571IyBKZPHq1UiQ2Sw,https://api.spotify.com/v1/tracks/3ZKI571IyBKZPHq1UiQ2Sw,https://api.spotify.com/v1/audio-analysis/3ZKI571IyBKZPHq1UiQ2Sw,323667,4,9
Rex Rabanye,O Nketsang,2,spotify:track:74IuBeOaTnm8Xemjz77AMY,0.577,0.919,5,-5.111,1,0.052,0.0263,0.121,0.0941,0.827,111.677,audio_features,74IuBeOaTnm8Xemjz77AMY,https://api.spotify.com/v1/tracks/74IuBeOaTnm8Xemjz77AMY,https://api.spotify.com/v1/audio-analysis/74IuBeOaTnm8Xemjz77AMY,404417,4,4
Daphni,Sizzling,0,spotify:track:5XeOWvozZEzVAyBjfnN8nJ,0.711,0.927,2,-8.194,1,0.0374,0.00046,0.832,0.0506,0.46,132.029,audio_features,5XeOWvozZEzVAyBjfnN8nJ,https://api.spotify.com/v1/tracks/5XeOWvozZEzVAyBjfnN8nJ,https://api.spotify.com/v1/audio-analysis/5XeOWvozZEzVAyBjfnN8nJ,321713,4,9
Steve Moore,Saturnalia,16,spotify:track:7zDpveNAsPrUs5yetR5iEQ,0.49,0.802,2,-10.973,1,0.0378,0.00718,0.904,0.104,0.0408,114.988,audio_features,7zDpveNAsPrUs5yetR5iEQ,https://api.spotify.com/v1/tracks/7zDpveNAsPrUs5yetR5iEQ,https://api.spotify.com/v1/audio-analysis/7zDpveNAsPrUs5yetR5iEQ,337720,4,7
White Noise,Firebird,32,spotify:track:4fjvoc3BZJGdtHbynH9gCg,0.558,0.489,0,-8.145,1,0.0442,0.866,0.868,0.164,0.336,128.541,audio_features,4fjvoc3BZJGdtHbynH9gCg,https://api.spotify.com/v1/tracks/4fjvoc3BZJGdtHbynH9gCg,https://api.spotify.com/v1/audio-analysis/4fjvoc3BZJGdtHbynH9gCg,183040,4,7
Candeia,"Vem, É Lua",6,spotify:track:6ckYEjaOfIchbYYGB8TlYh,0.471,0.934,7,-7.869,1,0.0843,0.581,0.0,0.149,0.738,127.135,audio_features,6ckYEjaOfIchbYYGB8TlYh,https://api.spotify.com/v1/tracks/6ckYEjaOfIchbYYGB8TlYh,https://api.spotify.com/v1/audio-analysis/6ckYEjaOfIchbYYGB8TlYh,153400,4,4
Neba Solo,Can 2002,0,spotify:track:6IGT7P32WcMGk1uSjm6K6o,0.706,0.818,9,-7.197,1,0.0315,0.161,2.93e-05,0.673,0.838,129.0,audio_features,6IGT7P32WcMGk1uSjm6K6o,https://api.spotify.com/v1/tracks/6IGT7P32WcMGk1uSjm6K6o,https://api.spotify.com/v1/audio-analysis/6IGT7P32WcMGk1uSjm6K6o,281683,4,1
Caribou,Crayon,0,spotify:track:6erlcQQB6qnObnSrpge1cl,0.57,0.678,2,-9.039,1,0.0297,0.573,0.668,0.31,0.619,160.624,audio_features,6erlcQQB6qnObnSrpge1cl,https://api.spotify.com/v1/tracks/6erlcQQB6qnObnSrpge1cl,https://api.spotify.com/v1/audio-analysis/6erlcQQB6qnObnSrpge1cl,160307,4,3
I. JORDAN,DNT STP MY LV,21,spotify:track:1E7n6zG7oQuJJaLctiqsOD,0.709,0.781,9,-6.917,0,0.0758,0.0407,0.00271,0.237,0.844,134.047,audio_features,1E7n6zG7oQuJJaLctiqsOD,https://api.spotify.com/v1/tracks/1E7n6zG7oQuJJaLctiqsOD,https://api.spotify.com/v1/audio-analysis/1E7n6zG7oQuJJaLctiqsOD,274547,4,4
Bobby Boyd,"Girl, I Can Feel Ya",4,spotify:track:12jI1X8YVYxn5ckqyXsJWN,0.739,0.573,0,-11.596,1,0.0884,0.936,0.104,0.329,0.92,93.863,audio_features,12jI1X8YVYxn5ckqyXsJWN,https://api.spotify.com/v1/tracks/12jI1X8YVYxn5ckqyXsJWN,https://api.spotify.com/v1/audio-analysis/12jI1X8YVYxn5ckqyXsJWN,228427,4,2
Victrola,Maritime Tatami,18,spotify:track:4t75DCF0iP2G6xqJSSOqzr,0.516,0.855,9,-5.63,0,0.064,0.00737,0.822,0.345,0.542,114.487,audio_features,4t75DCF0iP2G6xqJSSOqzr,https://api.spotify.com/v1/tracks/4t75DCF0iP2G6xqJSSOqzr,https://api.spotify.com/v1/audio-analysis/4t75DCF0iP2G6xqJSSOqzr,502633,4,9
Alain Bellaïche,Sea Fluorescent,22,spotify:track:3kdaGdUCnxjAxrGXg0h1r3,0.219,0.549,9,-17.283,0,0.0342,0.243,0.292,0.111,0.539,89.161,audio_features,3kdaGdUCnxjAxrGXg0h1r3,https://api.spotify.com/v1/tracks/3kdaGdUCnxjAxrGXg0h1r3,https://api.spotify.com/v1/audio-analysis/3kdaGdUCnxjAxrGXg0h1r3,390474,3,5
Brief Encounter,We Want to Play,14,spotify:track:32tbwy7hUD7qlxk1E3n8h6,0.689,0.774,0,-7.579,1,0.0549,0.591,0.0449,0.617,0.707,107.389,audio_features,32tbwy7hUD7qlxk1E3n8h6,https://api.spotify.com/v1/tracks/32tbwy7hUD7qlxk1E3n8h6,https://api.spotify.com/v1/audio-analysis/32tbwy7hUD7qlxk1E3n8h6,255616,4,1
Daphni,Face to Face,36,spotify:track:1RIpbO5B8B4GiND7WT40xB,0.812,0.491,2,-15.422,1,0.0515,0.00152,0.554,0.0682,0.946,120.044,audio_features,1RIpbO5B8B4GiND7WT40xB,https://api.spotify.com/v1/tracks/1RIpbO5B8B4GiND7WT40xB,https://api.spotify.com/v1/audio-analysis/1RIpbO5B8B4GiND7WT40xB,342672,4,2
Swizz Beatz,Echo (feat. Nas),37,spotify:track:50sSNm5rq7O6wqvkIn42Zf,0.598,0.785,10,-3.488,1,0.29,0.711,0.0,0.115,0.824,93.35,audio_features,50sSNm5rq7O6wqvkIn42Zf,https://api.spotify.com/v1/tracks/50sSNm5rq7O6wqvkIn42Zf,https://api.spotify.com/v1/audio-analysis/50sSNm5rq7O6wqvkIn42Zf,305354,4,0
Herbert Bodzin,Orbital,1,spotify:track:6oPdm4HpM7chekHUNIGq7I,0.5,0.571,4,-9.633,1,0.0387,0.553,0.754,0.148,0.238,89.789,audio_features,6oPdm4HpM7chekHUNIGq7I,https://api.spotify.com/v1/tracks/6oPdm4HpM7chekHUNIGq7I,https://api.spotify.com/v1/audio-analysis/6oPdm4HpM7chekHUNIGq7I,339616,4,7
Morgan Fisher,Breathing Rain,0,spotify:track:42iJEazaFpPapayFgEeKrQ,0.207,0.0947,10,-22.679,1,0.0417,0.343,0.0019,0.0751,0.0491,100.146,audio_features,42iJEazaFpPapayFgEeKrQ,https://api.spotify.com/v1/tracks/42iJEazaFpPapayFgEeKrQ,https://api.spotify.com/v1/audio-analysis/42iJEazaFpPapayFgEeKrQ,359960,4,5
Carl Juarez,Self-Regulation (II),0,spotify:track:3J2D5zUI9PTrx0XgNB56MR,0.378,0.825,10,-13.589,1,0.051,0.699,0.946,0.36,0.293,85.617,audio_features,3J2D5zUI9PTrx0XgNB56MR,https://api.spotify.com/v1/tracks/3J2D5zUI9PTrx0XgNB56MR,https://api.spotify.com/v1/audio-analysis/3J2D5zUI9PTrx0XgNB56MR,235853,4,5
9th Wonder,Baby Cry,44,spotify:track:6nL1iuhn9ltoVTyMtk9YV3,0.714,0.332,11,-6.269,1,0.0779,0.0164,0.894,0.289,0.485,172.473,audio_features,6nL1iuhn9ltoVTyMtk9YV3,https://api.spotify.com/v1/tracks/6nL1iuhn9ltoVTyMtk9YV3,https://api.spotify.com/v1/audio-analysis/6nL1iuhn9ltoVTyMtk9YV3,99030,4,3
Caribou,People Eating Fruit,0,spotify:track:5OY8Owx7OR7kbM21INxaBe,0.803,0.494,9,-11.468,1,0.123,0.398,0.887,0.114,0.476,124.993,audio_features,5OY8Owx7OR7kbM21INxaBe,https://api.spotify.com/v1/tracks/5OY8Owx7OR7kbM21INxaBe,https://api.spotify.com/v1/audio-analysis/5OY8Owx7OR7kbM21INxaBe,371333,4,9
Rex Ilusivii,Veliki Prekor,2,spotify:track:7GMhaDZqITeKQLUOHSAgSF,0.821,0.838,7,-6.933,1,0.0581,0.468,0.884,0.0864,0.975,155.001,audio_features,7GMhaDZqITeKQLUOHSAgSF,https://api.spotify.com/v1/tracks/7GMhaDZqITeKQLUOHSAgSF,https://api.spotify.com/v1/audio-analysis/7GMhaDZqITeKQLUOHSAgSF,190453,4,9
Willie Griffin,I Love You,37,spotify:track:1hjMPRvAD6WaXQrvUT2DV5,0.455,0.499,4,-13.274,1,0.0299,0.000932,0.0169,0.152,0.195,97.605,audio_features,1hjMPRvAD6WaXQrvUT2DV5,https://api.spotify.com/v1/tracks/1hjMPRvAD6WaXQrvUT2DV5,https://api.spotify.com/v1/audio-analysis/1hjMPRvAD6WaXQrvUT2DV5,194645,4,7
David Casper,China Camp,0,spotify:track:2qB5MfrT4unXvKomWsC2sQ,0.683,0.199,9,-17.731,1,0.0414,0.874,0.847,0.088,0.281,131.825,audio_features,2qB5MfrT4unXvKomWsC2sQ,https://api.spotify.com/v1/tracks/2qB5MfrT4unXvKomWsC2sQ,https://api.spotify.com/v1/audio-analysis/2qB5MfrT4unXvKomWsC2sQ,256013,4,5
Phreek,May My Love Be with You,20,spotify:track:2ndYw6KAVSOfpgC0iMMHvv,0.681,0.61,4,-12.618,0,0.0339,0.00597,0.00282,0.118,0.817,96.839,audio_features,2ndYw6KAVSOfpgC0iMMHvv,https://api.spotify.com/v1/tracks/2ndYw6KAVSOfpgC0iMMHvv,https://api.spotify.com/v1/audio-analysis/2ndYw6KAVSOfpgC0iMMHvv,256333,4,2
Daphni,"Yes, I Know",0,spotify:track:2JeOUGgTCETTRXu0opwzDi,0.815,0.663,2,-7.801,1,0.0637,0.00184,0.00106,0.424,0.592,116.014,audio_features,2JeOUGgTCETTRXu0opwzDi,https://api.spotify.com/v1/tracks/2JeOUGgTCETTRXu0opwzDi,https://api.spotify.com/v1/audio-analysis/2JeOUGgTCETTRXu0opwzDi,266954,4,2
Caribou,Melody Day - Four Tet Remix,0,spotify:track:53eXuFhGDrJTy8nBv7NJqp,0.476,0.397,1,-13.947,0,0.0315,0.726,0.44,0.0934,0.146,138.093,audio_features,53eXuFhGDrJTy8nBv7NJqp,https://api.spotify.com/v1/tracks/53eXuFhGDrJTy8nBv7NJqp,https://api.spotify.com/v1/audio-analysis/53eXuFhGDrJTy8nBv7NJqp,287357,4,5
Flourish,Heaven Tar,5,spotify:track:4YcIlB22261tkPnUWlGosW,0.597,0.48,0,-11.999,1,0.0396,3.89e-05,0.938,0.321,0.0621,111.005,audio_features,4YcIlB22261tkPnUWlGosW,https://api.spotify.com/v1/tracks/4YcIlB22261tkPnUWlGosW,https://api.spotify.com/v1/audio-analysis/4YcIlB22261tkPnUWlGosW,321253,4,7
Deuter,"Together (strange loneliness, change into melodic far eastern scene)",3,spotify:track:3jsIK5dlZbz1fQM3VS0y1m,0.478,0.441,2,-11.19,1,0.0405,0.767,0.812,0.0722,0.0629,145.432,audio_features,3jsIK5dlZbz1fQM3VS0y1m,https://api.spotify.com/v1/tracks/3jsIK5dlZbz1fQM3VS0y1m,https://api.spotify.com/v1/audio-analysis/3jsIK5dlZbz1fQM3VS0y1m,179640,4,7
Houari Benchenet,Malika,4,spotify:track:2EpG1VeXHBeQ3IGhfUel2t,0.478,0.747,6,-11.906,0,0.0726,0.614,9.49e-06,0.288,0.767,163.789,audio_features,2EpG1VeXHBeQ3IGhfUel2t,https://api.spotify.com/v1/tracks/2EpG1VeXHBeQ3IGhfUel2t,https://api.spotify.com/v1/audio-analysis/2EpG1VeXHBeQ3IGhfUel2t,470520,4,3
Electric Machine,Fancy Good,8,spotify:track:6ljHtxtcJDLREZT27InUxf,0.663,0.866,11,-6.79,0,0.0431,0.198,0.685,0.0768,0.891,109.098,audio_features,6ljHtxtcJDLREZT27InUxf,https://api.spotify.com/v1/tracks/6ljHtxtcJDLREZT27InUxf,https://api.spotify.com/v1/audio-analysis/6ljHtxtcJDLREZT27InUxf,251190,4,9
Msawawa,Bowungakanani?,29,spotify:track:6ZbIw2on5GmQUUz7CKqtJ0,0.805,0.873,1,-5.137,1,0.174,0.0081,0.0,0.133,0.814,112.036,audio_features,6ZbIw2on5GmQUUz7CKqtJ0,https://api.spotify.com/v1/tracks/6ZbIw2on5GmQUUz7CKqtJ0,https://api.spotify.com/v1/audio-analysis/6ZbIw2on5GmQUUz7CKqtJ0,302373,4,2
Timmermans/Wise,Two Friends,1,spotify:track:2fASYbSqY5cxPzYp6cFO1g,0.209,0.216,7,-20.734,1,0.0365,0.911,0.00854,0.215,0.431,80.849,audio_features,2fASYbSqY5cxPzYp6cFO1g,https://api.spotify.com/v1/tracks/2fASYbSqY5cxPzYp6cFO1g,https://api.spotify.com/v1/audio-analysis/2fASYbSqY5cxPzYp6cFO1g,135140,4,5
