artist,song,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,clusters
Chemise,She Can't Love You,33,spotify:track:0WogZaKCm716YSxlzCXqFN,0.963,0.544,9,-10.471,0,0.0863,0.00469,4.55e-05,0.0584,0.766,114.744,audio_features,0WogZaKCm716YSxlzCXqFN,https://api.spotify.com/v1/tracks/0WogZaKCm716YSxlzCXqFN,https://api.spotify.com/v1/audio-analysis/0WogZaKCm716YSxlzCXqFN,310293,4,4
Busta Rhymes,Show Me What You Got,31,spotify:track:3GK6jOxAF2qZgeA2ySs8Uw,0.697,0.752,8,-6.093,1,0.195,0.000219,0.0,0.0537,0.676,72.126,audio_features,3GK6jOxAF2qZgeA2ySs8Uw,https://api.spotify.com/v1/tracks/3GK6jOxAF2qZgeA2ySs8Uw,https://api.spotify.com/v1/audio-analysis/3GK6jOxAF2qZgeA2ySs8Uw,223240,1,6
Ornette Coleman,Friends And Neighbors,0,spotify:track:5vsN2sFCx5krBo3Uytbj9E,0.242,0.791,0,-10.503,1,0.0576,0.0128,0.0431,0.122,0.662,174.268,audio_features,5vsN2sFCx5krBo3Uytbj9E,https://api.spotify.com/v1/tracks/5vsN2sFCx5krBo3Uytbj9E,https://api.spotify.com/v1/audio-analysis/5vsN2sFCx5krBo3Uytbj9E,257147,4,3
Edu Lobo,Viola Fora De Moda,32,spotify:track:2gOwA32FKNEPrV4Gf2AULE,0.569,0.794,2,-7.5,1,0.0436,0.111,0.00104,0.0839,0.397,106.055,audio_features,2gOwA32FKNEPrV4Gf2AULE,https://api.spotify.com/v1/tracks/2gOwA32FKNEPrV4Gf2AULE,https://api.spotify.com/v1/audio-analysis/2gOwA32FKNEPrV4Gf2AULE,170453,4,2
Rahaan,Disco Fantasy,32,spotify:track:55TihUjVHdi3zChAUtKgHE,0.882,0.767,7,-10.314,0,0.122,0.00883,0.000982,0.434,0.968,126.889,audio_features,55TihUjVHdi3zChAUtKgHE,https://api.spotify.com/v1/tracks/55TihUjVHdi3zChAUtKgHE,https://api.spotify.com/v1/audio-analysis/55TihUjVHdi3zChAUtKgHE,328859,4,4
Together Band,You Can't Run From Love,0,spotify:track:0tgH7FdnKTgN0bWEx49ZTR,0.597,0.818,5,-9.349,1,0.057,0.000355,0.0918,0.432,0.713,119.086,audio_features,0tgH7FdnKTgN0bWEx49ZTR,https://api.spotify.com/v1/tracks/0tgH7FdnKTgN0bWEx49ZTR,https://api.spotify.com/v1/audio-analysis/0tgH7FdnKTgN0bWEx49ZTR,413908,4,1
Madvillain,Fancy Clown,0,spotify:track:1QCF2Ef6Gkps8lX6ZajapX,0.526,0.722,0,-9.497,0,0.357,0.343,5.02e-06,0.342,0.723,90.438,audio_features,1QCF2Ef6Gkps8lX6ZajapX,https://api.spotify.com/v1/tracks/1QCF2Ef6Gkps8lX6ZajapX,https://api.spotify.com/v1/audio-analysis/1QCF2Ef6Gkps8lX6ZajapX,115827,4,0
Beckie Bell,Music Madness (Extended Charles Maurice Version),0,spotify:track:7KnUUQqVgrKMlAMZOtKNyn,0.721,0.82,9,-9.143,1,0.0759,0.37,0.0987,0.117,0.702,119.293,audio_features,7KnUUQqVgrKMlAMZOtKNyn,https://api.spotify.com/v1/tracks/7KnUUQqVgrKMlAMZOtKNyn,https://api.spotify.com/v1/audio-analysis/7KnUUQqVgrKMlAMZOtKNyn,419125,4,4
João Donato,A Rã,52,spotify:track:0vZwdJBXOGppAMLjwDUNWg,0.715,0.785,10,-11.396,0,0.057,0.823,0.0133,0.0817,0.819,99.535,audio_features,0vZwdJBXOGppAMLjwDUNWg,https://api.spotify.com/v1/tracks/0vZwdJBXOGppAMLjwDUNWg,https://api.spotify.com/v1/audio-analysis/0vZwdJBXOGppAMLjwDUNWg,135093,4,4
Selda Bağcan,Dam Üstüne Çul Serer,0,spotify:track:6ivuppc6xiA4leKhlk4nVA,0.464,0.415,4,-9.504,0,0.0276,0.756,0.0,0.372,0.566,96.515,audio_features,6ivuppc6xiA4leKhlk4nVA,https://api.spotify.com/v1/tracks/6ivuppc6xiA4leKhlk4nVA,https://api.spotify.com/v1/audio-analysis/6ivuppc6xiA4leKhlk4nVA,229956,4,5
Perigeo,Via Beato Angelico,14,spotify:track:3TJBFoG24UtRjVvwFGo7dZ,0.333,0.209,11,-20.242,0,0.0424,0.492,0.126,0.187,0.146,131.594,audio_features,3TJBFoG24UtRjVvwFGo7dZ,https://api.spotify.com/v1/tracks/3TJBFoG24UtRjVvwFGo7dZ,https://api.spotify.com/v1/audio-analysis/3TJBFoG24UtRjVvwFGo7dZ,297160,4,5
Ramsey & Company,Love Call,0,spotify:track:1mgLkpQzgZ3dlop3wgwFzA,0.526,0.767,7,-6.203,0,0.0444,0.256,1.51e-05,0.216,0.839,119.297,audio_features,1mgLkpQzgZ3dlop3wgwFzA,https://api.spotify.com/v1/tracks/1mgLkpQzgZ3dlop3wgwFzA,https://api.spotify.com/v1/audio-analysis/1mgLkpQzgZ3dlop3wgwFzA,264922,4,4
David Borden,"The Continuing Story of Counterpoint, Pt. 9",7,spotify:track:7Fce6BT86NTwd7ZyDIXPuG,0.401,0.507,0,-12.188,0,0.0416,0.937,0.858,0.198,0.0752,109.104,audio_features,7Fce6BT86NTwd7ZyDIXPuG,https://api.spotify.com/v1/tracks/7Fce6BT86NTwd7ZyDIXPuG,https://api.spotify.com/v1/audio-analysis/7Fce6BT86NTwd7ZyDIXPuG,870107,4,8
Salah Ragab,Neveen,8,spotify:track:2Na0kxhT53SZA5QXqCpw0Q,0.575,0.859,11,-8.232,0,0.0609,0.272,0.00026,0.444,0.738,110.792,audio_features,2Na0kxhT53SZA5QXqCpw0Q,https://api.spotify.com/v1/tracks/2Na0kxhT53SZA5QXqCpw0Q,https://api.spotify.com/v1/audio-analysis/2Na0kxhT53SZA5QXqCpw0Q,472493,4,4
Strafe,Set It Off (Instrumental),18,spotify:track:2uwY7NvaSwVgNblherMevG,0.811,0.499,7,-13.821,1,0.0824,0.00355,0.173,0.0577,0.336,111.771,audio_features,2uwY7NvaSwVgNblherMevG,https://api.spotify.com/v1/tracks/2uwY7NvaSwVgNblherMevG,https://api.spotify.com/v1/audio-analysis/2uwY7NvaSwVgNblherMevG,743493,4,7
Tomorrow's People,Open Soul,11,spotify:track:6x4HkFI6X5vLZ79fJtZD6D,0.648,0.889,6,-9.23,0,0.0491,0.701,0.568,0.19,0.515,118.458,audio_features,6x4HkFI6X5vLZ79fJtZD6D,https://api.spotify.com/v1/tracks/6x4HkFI6X5vLZ79fJtZD6D,https://api.spotify.com/v1/audio-analysis/6x4HkFI6X5vLZ79fJtZD6D,1210770,4,8
Arthur Verocai,Na boca do sol,47,spotify:track:5oiueCPkJCU9wCmQO5HDTj,0.442,0.486,11,-13.41,0,0.0446,0.864,0.482,0.358,0.369,141.024,audio_features,5oiueCPkJCU9wCmQO5HDTj,https://api.spotify.com/v1/tracks/5oiueCPkJCU9wCmQO5HDTj,https://api.spotify.com/v1/audio-analysis/5oiueCPkJCU9wCmQO5HDTj,179973,4,5
Pete Dunaway,Supermarket,0,spotify:track:4S7uMZowIqYunJEyDmXLrh,0.629,0.571,4,-11.152,0,0.113,0.0192,0.000149,0.113,0.787,100.644,audio_features,4S7uMZowIqYunJEyDmXLrh,https://api.spotify.com/v1/tracks/4S7uMZowIqYunJEyDmXLrh,https://api.spotify.com/v1/audio-analysis/4S7uMZowIqYunJEyDmXLrh,294853,4,2
John Klemmer,Free Soul,3,spotify:track:7jlwDz4qWPLjrvSWmD2tuT,0.41,0.67,5,-6.062,0,0.0333,0.00314,0.823,0.212,0.67,99.024,audio_features,7jlwDz4qWPLjrvSWmD2tuT,https://api.spotify.com/v1/tracks/7jlwDz4qWPLjrvSWmD2tuT,https://api.spotify.com/v1/audio-analysis/7jlwDz4qWPLjrvSWmD2tuT,318760,4,9
Fluorescent Smogg,All My Life,13,spotify:track:3i3tY0iSYXL6TudsIfR2xI,0.638,0.668,0,-9.049,1,0.0467,0.632,1.44e-05,0.619,0.885,117.45,audio_features,3i3tY0iSYXL6TudsIfR2xI,https://api.spotify.com/v1/tracks/3i3tY0iSYXL6TudsIfR2xI,https://api.spotify.com/v1/audio-analysis/3i3tY0iSYXL6TudsIfR2xI,214773,4,1
Ravi Shankar,Raagank (Classical Melody Moods) - Instrumental (Live),0,spotify:track:2FjA06tbmskhXD0cJYGOOR,0.428,0.531,7,-12.299,1,0.0624,0.719,1.49e-05,0.434,0.747,150.231,audio_features,2FjA06tbmskhXD0cJYGOOR,https://api.spotify.com/v1/tracks/2FjA06tbmskhXD0cJYGOOR,https://api.spotify.com/v1/audio-analysis/2FjA06tbmskhXD0cJYGOOR,473000,4,3
Laraaji,I Am Ocean,16,spotify:track:5oglVu3Gkd0YAJXlRwiOqx,0.379,0.349,7,-18.341,0,0.0914,0.939,0.92,0.0765,0.0369,107.067,audio_features,5oglVu3Gkd0YAJXlRwiOqx,https://api.spotify.com/v1/tracks/5oglVu3Gkd0YAJXlRwiOqx,https://api.spotify.com/v1/audio-analysis/5oglVu3Gkd0YAJXlRwiOqx,138613,4,5
Tenorio Jr.,Nebulosa,29,spotify:track:6bzsEnLMmWRKv0POOzwJ0A,0.42,0.867,5,-7.348,1,0.0363,0.57,0.871,0.134,0.48,101.276,audio_features,6bzsEnLMmWRKv0POOzwJ0A,https://api.spotify.com/v1/tracks/6bzsEnLMmWRKv0POOzwJ0A,https://api.spotify.com/v1/audio-analysis/6bzsEnLMmWRKv0POOzwJ0A,113333,4,9
Rhythim Is Rhythim,Strings of Life,0,spotify:track:6CATcg4XVsDOkmXW2w9e83,0.511,0.673,11,-9.286,1,0.146,0.255,0.771,0.125,0.454,121.792,audio_features,6CATcg4XVsDOkmXW2w9e83,https://api.spotify.com/v1/tracks/6CATcg4XVsDOkmXW2w9e83,https://api.spotify.com/v1/audio-analysis/6CATcg4XVsDOkmXW2w9e83,454500,4,9
Jimi Hendrix,Crosstown Traffic,62,spotify:track:1ntxpzIUbSsizvuAy6lTYY,0.486,0.963,0,-5.586,0,0.129,0.248,2.39e-06,0.158,0.533,113.133,audio_features,1ntxpzIUbSsizvuAy6lTYY,https://api.spotify.com/v1/tracks/1ntxpzIUbSsizvuAy6lTYY,https://api.spotify.com/v1/audio-analysis/1ntxpzIUbSsizvuAy6lTYY,146573,4,2
Paternoster,Old Danube,3,spotify:track:2BEkAn6PYL7iZhDroOfzgF,0.267,0.553,8,-9.156,1,0.0379,0.0042,0.0705,0.216,0.584,177.894,audio_features,2BEkAn6PYL7iZhDroOfzgF,https://api.spotify.com/v1/tracks/2BEkAn6PYL7iZhDroOfzgF,https://api.spotify.com/v1/audio-analysis/2BEkAn6PYL7iZhDroOfzgF,253893,4,3
Ndikho Xaba,Nomusa,11,spotify:track:54FuVFb91yWVfaWKCmBj55,0.66,0.395,11,-13.578,0,0.0412,0.925,0.774,0.14,0.562,110.688,audio_features,54FuVFb91yWVfaWKCmBj55,https://api.spotify.com/v1/tracks/54FuVFb91yWVfaWKCmBj55,https://api.spotify.com/v1/audio-analysis/54FuVFb91yWVfaWKCmBj55,526733,4,5
Shake,Lost in Space (edit),15,spotify:track:2tUB8ENnsZP61qCn6rHNpT,0.7,0.485,11,-13.386,0,0.0463,0.189,0.0434,0.139,0.444,115.909,audio_features,2tUB8ENnsZP61qCn6rHNpT,https://api.spotify.com/v1/tracks/2tUB8ENnsZP61qCn6rHNpT,https://api.spotify.com/v1/audio-analysis/2tUB8ENnsZP61qCn6rHNpT,223651,4,4
Bill Loko,Nen Lambo,0,spotify:track:3MkmGCIcop6Vkz3qA1noMN,0.595,0.609,1,-12.888,0,0.0451,0.00612,0.0027,0.074,0.725,121.675,audio_features,3MkmGCIcop6Vkz3qA1noMN,https://api.spotify.com/v1/tracks/3MkmGCIcop6Vkz3qA1noMN,https://api.spotify.com/v1/audio-analysis/3MkmGCIcop6Vkz3qA1noMN,383766,4,2
Gil Scott-Heron & Brian Jackson,The Bottle,47,spotify:track:0lxDL4c5xQQJskltQigwl0,0.792,0.676,2,-11.206,1,0.0657,0.648,0.0975,0.145,0.961,116.116,audio_features,0lxDL4c5xQQJskltQigwl0,https://api.spotify.com/v1/tracks/0lxDL4c5xQQJskltQigwl0,https://api.spotify.com/v1/audio-analysis/0lxDL4c5xQQJskltQigwl0,310987,4,2
The Beatles,Tomorrow Never Knows - Remastered,0,spotify:track:0agoaPIy92gPZ6zRhqXarE,0.38,0.829,5,-6.105,1,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,audio_features,0agoaPIy92gPZ6zRhqXarE,https://api.spotify.com/v1/tracks/0agoaPIy92gPZ6zRhqXarE,https://api.spotify.com/v1/audio-analysis/0agoaPIy92gPZ6zRhqXarE,179547,4,1
Joe R Lewis,Separate Ways,0,spotify:track:76SpuXZ5S43AwNMT46PSBH,0.779,0.414,1,-9.698,1,0.0486,0.0237,0.718,0.102,0.83,124.819,audio_features,76SpuXZ5S43AwNMT46PSBH,https://api.spotify.com/v1/tracks/76SpuXZ5S43AwNMT46PSBH,https://api.spotify.com/v1/audio-analysis/76SpuXZ5S43AwNMT46PSBH,250227,4,2
Radiohead,Nude,0,spotify:track:5k7VKj1Xwy5DjO4B0PdAOb,0.537,0.342,4,-9.785,1,0.0338,0.833,0.6,0.0856,0.156,128.331,audio_features,5k7VKj1Xwy5DjO4B0PdAOb,https://api.spotify.com/v1/tracks/5k7VKj1Xwy5DjO4B0PdAOb,https://api.spotify.com/v1/audio-analysis/5k7VKj1Xwy5DjO4B0PdAOb,255387,3,5
Radiohead,Reckoner,0,spotify:track:56Z7hbyMrndw1naxb6I5Oi,0.518,0.656,4,-7.438,0,0.0264,0.511,0.156,0.0679,0.203,104.282,audio_features,56Z7hbyMrndw1naxb6I5Oi,https://api.spotify.com/v1/tracks/56Z7hbyMrndw1naxb6I5Oi,https://api.spotify.com/v1/audio-analysis/56Z7hbyMrndw1naxb6I5Oi,290213,4,7
Ebo Taylor,What Is Life?,12,spotify:track:5FEBvG0ovkh0pMH1JBva3j,0.825,0.738,7,-6.57,1,0.0759,0.316,0.000616,0.0386,0.54,111.379,audio_features,5FEBvG0ovkh0pMH1JBva3j,https://api.spotify.com/v1/tracks/5FEBvG0ovkh0pMH1JBva3j,https://api.spotify.com/v1/audio-analysis/5FEBvG0ovkh0pMH1JBva3j,277773,4,4
Embryo,Abdul Malek,8,spotify:track:61qxliIUTvZJRGDceWoDs2,0.59,0.46,0,-18.392,1,0.0674,0.574,0.0541,0.564,0.777,139.672,audio_features,61qxliIUTvZJRGDceWoDs2,https://api.spotify.com/v1/tracks/61qxliIUTvZJRGDceWoDs2,https://api.spotify.com/v1/audio-analysis/61qxliIUTvZJRGDceWoDs2,191396,4,1
Gary Davis,The Professor Here,0,spotify:track:5PNbxF98bOkqi8MnAbB0h7,0.604,0.96,5,-6.943,0,0.0471,0.0218,0.343,0.174,0.961,118.713,audio_features,5PNbxF98bOkqi8MnAbB0h7,https://api.spotify.com/v1/tracks/5PNbxF98bOkqi8MnAbB0h7,https://api.spotify.com/v1/audio-analysis/5PNbxF98bOkqi8MnAbB0h7,248493,4,4
Gary Davis,Got To Get Your Love,0,spotify:track:2czy2l6CFPV7HYfQZExYlg,0.624,0.872,9,-5.94,0,0.042,0.479,3.52e-06,0.136,0.905,116.97,audio_features,2czy2l6CFPV7HYfQZExYlg,https://api.spotify.com/v1/tracks/2czy2l6CFPV7HYfQZExYlg,https://api.spotify.com/v1/audio-analysis/2czy2l6CFPV7HYfQZExYlg,223293,4,4
Hanson & Davis,Tonight (Love Will Make It Right) [Dub],6,spotify:track:1tEvxMappSzzYVjlpks2qE,0.784,0.838,7,-9.282,1,0.0633,0.0499,0.389,0.0403,0.764,122.216,audio_features,1tEvxMappSzzYVjlpks2qE,https://api.spotify.com/v1/tracks/1tEvxMappSzzYVjlpks2qE,https://api.spotify.com/v1/audio-analysis/1tEvxMappSzzYVjlpks2qE,398933,4,9
Bobby V.,Tell Me,9,spotify:track:7iHvrAqx34zigxivm05ftc,0.652,0.807,0,-4.831,1,0.049,0.462,0.000826,0.202,0.533,95.012,audio_features,7iHvrAqx34zigxivm05ftc,https://api.spotify.com/v1/tracks/7iHvrAqx34zigxivm05ftc,https://api.spotify.com/v1/audio-analysis/7iHvrAqx34zigxivm05ftc,261813,4,2
G Flame,Pulsez,0,spotify:track:4nnzlN5RZOhmvSplawqoYr,0.733,0.931,11,-6.49,0,0.0344,0.000546,0.896,0.136,0.566,128.011,audio_features,4nnzlN5RZOhmvSplawqoYr,https://api.spotify.com/v1/tracks/4nnzlN5RZOhmvSplawqoYr,https://api.spotify.com/v1/audio-analysis/4nnzlN5RZOhmvSplawqoYr,350213,4,9
The New York Community Choir,Express Yourself - David Todd Remix,8,spotify:track:455EpREofmPUHBbhl6ruSW,0.738,0.847,5,-10.534,1,0.0424,0.00371,0.145,0.0671,0.687,119.629,audio_features,455EpREofmPUHBbhl6ruSW,https://api.spotify.com/v1/tracks/455EpREofmPUHBbhl6ruSW,https://api.spotify.com/v1/audio-analysis/455EpREofmPUHBbhl6ruSW,701093,4,4
Selda Bağcan,Yaz Gazeteci Yaz,0,spotify:track:6YixzDiJA4asJwEcY7xUdI,0.715,0.339,4,-19.189,0,0.284,0.977,0.0166,0.2,0.366,93.658,audio_features,6YixzDiJA4asJwEcY7xUdI,https://api.spotify.com/v1/tracks/6YixzDiJA4asJwEcY7xUdI,https://api.spotify.com/v1/audio-analysis/6YixzDiJA4asJwEcY7xUdI,166400,4,5
Memphis Bleek,"Just Blaze, Bleek & Free",0,spotify:track:0MCNosELToadOuceuPg8pi,0.615,0.97,1,-2.17,1,0.454,0.0869,0.0,0.0517,0.441,98.97,audio_features,0MCNosELToadOuceuPg8pi,https://api.spotify.com/v1/tracks/0MCNosELToadOuceuPg8pi,https://api.spotify.com/v1/audio-analysis/0MCNosELToadOuceuPg8pi,254813,4,0
The Magnetic Fields,Take Ecstasy with Me,0,spotify:track:6dx9ED5hIldakKTNvB5Adt,0.247,0.655,7,-8.477,1,0.0738,0.126,0.332,0.0846,0.277,102.785,audio_features,6dx9ED5hIldakKTNvB5Adt,https://api.spotify.com/v1/tracks/6dx9ED5hIldakKTNvB5Adt,https://api.spotify.com/v1/audio-analysis/6dx9ED5hIldakKTNvB5Adt,216440,4,7
Al Green,I Wish You Were Here,46,spotify:track:7d2RV57UI7JoYnF1emRH6m,0.499,0.377,2,-10.224,0,0.0302,0.107,0.0,0.149,0.351,142.065,audio_features,7d2RV57UI7JoYnF1emRH6m,https://api.spotify.com/v1/tracks/7d2RV57UI7JoYnF1emRH6m,https://api.spotify.com/v1/audio-analysis/7d2RV57UI7JoYnF1emRH6m,198493,4,3
Koushik,Nothing's The Same,0,spotify:track:6HKm6ia6OqdZlOK3doUSg1,0.701,0.303,2,-16.037,1,0.0383,0.881,0.0422,0.0621,0.677,99.277,audio_features,6HKm6ia6OqdZlOK3doUSg1,https://api.spotify.com/v1/tracks/6HKm6ia6OqdZlOK3doUSg1,https://api.spotify.com/v1/audio-analysis/6HKm6ia6OqdZlOK3doUSg1,196720,4,5
Group Inerane,Nadan al Kazawnin,0,spotify:track:6emeU3hUpiMDOMeHqzct7m,0.078,0.902,8,-7.018,1,0.0706,0.362,0.855,0.215,0.125,182.635,audio_features,6emeU3hUpiMDOMeHqzct7m,https://api.spotify.com/v1/tracks/6emeU3hUpiMDOMeHqzct7m,https://api.spotify.com/v1/audio-analysis/6emeU3hUpiMDOMeHqzct7m,292787,3,3
Goldie,Timeless,0,spotify:track:4b2xNYwY4Li1aVC13ZkZP9,0.514,0.675,11,-10.966,0,0.0801,0.00426,0.267,0.105,0.0812,154.962,audio_features,4b2xNYwY4Li1aVC13ZkZP9,https://api.spotify.com/v1/tracks/4b2xNYwY4Li1aVC13ZkZP9,https://api.spotify.com/v1/audio-analysis/4b2xNYwY4Li1aVC13ZkZP9,1262400,4,8
Fat Joe,The Shit is Real - DJ Premier Remix,38,spotify:track:3Z5SGrdiqEBcCWKzPw2sii,0.872,0.932,7,-3.742,1,0.191,0.033,0.0,0.233,0.526,93.026,audio_features,3Z5SGrdiqEBcCWKzPw2sii,https://api.spotify.com/v1/tracks/3Z5SGrdiqEBcCWKzPw2sii,https://api.spotify.com/v1/audio-analysis/3Z5SGrdiqEBcCWKzPw2sii,276600,4,0
Big L,Devil's Son from Lifestylez,0,spotify:track:5PGQsQCJhMiCAl1Cz2QnpO,0.726,0.697,2,-8.911,1,0.207,0.196,0.000105,0.14,0.945,90.908,audio_features,5PGQsQCJhMiCAl1Cz2QnpO,https://api.spotify.com/v1/tracks/5PGQsQCJhMiCAl1Cz2QnpO,https://api.spotify.com/v1/audio-analysis/5PGQsQCJhMiCAl1Cz2QnpO,240627,4,2
N.W.A.,Straight Outta Compton - Extended Mix / Edit,53,spotify:track:3eGBESLT08agei7veoLLlz,0.773,0.947,8,-5.824,1,0.249,0.117,0.0,0.44,0.464,102.146,audio_features,3eGBESLT08agei7veoLLlz,https://api.spotify.com/v1/tracks/3eGBESLT08agei7veoLLlz,https://api.spotify.com/v1/audio-analysis/3eGBESLT08agei7veoLLlz,266194,4,0
Chez Damier,Chez A. Untitled - Extended Mix,28,spotify:track:0CvMTSY0fS3BI1MONrmOUe,0.912,0.847,7,-11.782,1,0.128,0.0449,0.905,0.0647,0.633,122.335,audio_features,0CvMTSY0fS3BI1MONrmOUe,https://api.spotify.com/v1/tracks/0CvMTSY0fS3BI1MONrmOUe,https://api.spotify.com/v1/audio-analysis/0CvMTSY0fS3BI1MONrmOUe,319206,4,9
Papa Ndiaye,Rewmi,0,spotify:track:2R3XxlonKQon2SZq9W7NJD,0.64,0.571,8,-13.844,1,0.293,0.756,0.0368,0.082,0.898,146.95,audio_features,2R3XxlonKQon2SZq9W7NJD,https://api.spotify.com/v1/tracks/2R3XxlonKQon2SZq9W7NJD,https://api.spotify.com/v1/audio-analysis/2R3XxlonKQon2SZq9W7NJD,236656,4,0
Cortex,Huit octobre 1971,61,spotify:track:2CsnpBAB8VQMTyPuws57ao,0.512,0.661,2,-10.514,1,0.0683,0.219,0.855,0.155,0.778,82.006,audio_features,2CsnpBAB8VQMTyPuws57ao,https://api.spotify.com/v1/tracks/2CsnpBAB8VQMTyPuws57ao,https://api.spotify.com/v1/audio-analysis/2CsnpBAB8VQMTyPuws57ao,266040,4,2
Cortex,Chanson d'un jour d'hiver,41,spotify:track:49ECKlsOXqyNXydiNCS2Md,0.277,0.501,9,-11.95,0,0.0374,0.519,0.609,0.124,0.343,146.263,audio_features,49ECKlsOXqyNXydiNCS2Md,https://api.spotify.com/v1/tracks/49ECKlsOXqyNXydiNCS2Md,https://api.spotify.com/v1/audio-analysis/49ECKlsOXqyNXydiNCS2Md,323947,4,3
Cortex,Mary et Jeff,47,spotify:track:0ztpWjYYFWQaw5DnPDIYkl,0.588,0.742,9,-9.914,0,0.0334,0.122,0.927,0.0752,0.306,140.318,audio_features,0ztpWjYYFWQaw5DnPDIYkl,https://api.spotify.com/v1/tracks/0ztpWjYYFWQaw5DnPDIYkl,https://api.spotify.com/v1/audio-analysis/0ztpWjYYFWQaw5DnPDIYkl,165653,4,9
Scientist,Dematerialize,12,spotify:track:5r5ZMcauCdd9iWY2n4vHWn,0.652,0.452,7,-15.558,1,0.362,0.0128,0.2,0.202,0.591,144.737,audio_features,5r5ZMcauCdd9iWY2n4vHWn,https://api.spotify.com/v1/tracks/5r5ZMcauCdd9iWY2n4vHWn,https://api.spotify.com/v1/audio-analysis/5r5ZMcauCdd9iWY2n4vHWn,145173,4,0
Linval Thompson,Lump Sum,2,spotify:track:478ArkfoPl5Ka8zmntAgpC,0.889,0.347,9,-11.608,0,0.122,0.00258,0.00379,0.119,0.372,139.913,audio_features,478ArkfoPl5Ka8zmntAgpC,https://api.spotify.com/v1/tracks/478ArkfoPl5Ka8zmntAgpC,https://api.spotify.com/v1/audio-analysis/478ArkfoPl5Ka8zmntAgpC,347907,4,4
Karin Krog,The Meaning of Love (feat. Steve Kuhn),7,spotify:track:3w07E0blWvQIDUQ1xA3ayI,0.48,0.162,5,-16.613,1,0.0359,0.919,0.000731,0.095,0.123,64.168,audio_features,3w07E0blWvQIDUQ1xA3ayI,https://api.spotify.com/v1/tracks/3w07E0blWvQIDUQ1xA3ayI,https://api.spotify.com/v1/audio-analysis/3w07E0blWvQIDUQ1xA3ayI,344000,3,5
Amanaz,Green Apple,40,spotify:track:3SuUswNWXLmRkrLGfGuXPb,0.641,0.512,10,-9.438,0,0.0425,0.084,0.914,0.11,0.629,126.57,audio_features,3SuUswNWXLmRkrLGfGuXPb,https://api.spotify.com/v1/tracks/3SuUswNWXLmRkrLGfGuXPb,https://api.spotify.com/v1/audio-analysis/3SuUswNWXLmRkrLGfGuXPb,230980,4,9
Le Mystere Jazz de Tombouctou,Dina Waliji - Saints De L'islam,0,spotify:track:0aZV3P6Rtk6m0wnYk1QPXu,0.483,0.44,2,-12.064,0,0.0441,0.498,0.00429,0.0884,0.83,79.844,audio_features,0aZV3P6Rtk6m0wnYk1QPXu,https://api.spotify.com/v1/tracks/0aZV3P6Rtk6m0wnYk1QPXu,https://api.spotify.com/v1/audio-analysis/0aZV3P6Rtk6m0wnYk1QPXu,379552,3,2
Intriya Ag Babo,Taliat,0,spotify:track:5MCQZaQY5TGJz0dOzrZ6Ny,0.559,0.164,1,-18.342,1,0.0326,0.966,0.32,0.0944,0.331,91.761,audio_features,5MCQZaQY5TGJz0dOzrZ6Ny,https://api.spotify.com/v1/tracks/5MCQZaQY5TGJz0dOzrZ6Ny,https://api.spotify.com/v1/audio-analysis/5MCQZaQY5TGJz0dOzrZ6Ny,241867,3,5
Group Anmataff,Tinariwen,0,spotify:track:7hvUMjSOCrywCEGHTrE1ik,0.764,0.724,0,-5.394,1,0.054,0.72,0.00135,0.28,0.693,101.505,audio_features,7hvUMjSOCrywCEGHTrE1ik,https://api.spotify.com/v1/tracks/7hvUMjSOCrywCEGHTrE1ik,https://api.spotify.com/v1/audio-analysis/7hvUMjSOCrywCEGHTrE1ik,376600,4,2
Volta Jazz,Mama Soukous,0,spotify:track:2qMpiab2JLIx6Aw6sKr1tx,0.518,0.871,11,-6.106,1,0.0943,0.409,0.829,0.333,0.734,126.498,audio_features,2qMpiab2JLIx6Aw6sKr1tx,https://api.spotify.com/v1/tracks/2qMpiab2JLIx6Aw6sKr1tx,https://api.spotify.com/v1/audio-analysis/2qMpiab2JLIx6Aw6sKr1tx,297080,4,9
Group Doueh,Wazan Samat,0,spotify:track:2GbEBWl3uj6hT1Pamd39kX,0.318,0.904,1,-6.316,1,0.312,0.426,0.00549,0.907,0.787,186.716,audio_features,2GbEBWl3uj6hT1Pamd39kX,https://api.spotify.com/v1/tracks/2GbEBWl3uj6hT1Pamd39kX,https://api.spotify.com/v1/audio-analysis/2GbEBWl3uj6hT1Pamd39kX,202400,4,1
Group Doueh,Kar Labyad Doueh,0,spotify:track:1TDVK2V2GcadHQqZDrm2Jr,0.654,0.82,6,-7.23,1,0.0865,0.628,0.209,0.192,0.746,109.755,audio_features,1TDVK2V2GcadHQqZDrm2Jr,https://api.spotify.com/v1/tracks/1TDVK2V2GcadHQqZDrm2Jr,https://api.spotify.com/v1/audio-analysis/1TDVK2V2GcadHQqZDrm2Jr,285600,3,4
