danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.347,0.289,11,-13.928,0.0397,0.661,1.53e-05,0.157,0.185,91.646,267693,4
0.59,0.109,11,-16.09,0.0877,0.943,0.0,0.0673,0.549,81.636,111200,3
0.591,0.719,5,-12.028,0.0368,0.0988,0.802,0.161,0.423,120.342,358883,4
0.678,0.794,10,-6.186,0.14,0.274,1.68e-06,0.124,0.54,87.374,290573,4
0.64,0.645,11,-7.047,0.191,0.0175,0.00098,0.111,0.736,157.443,170040,4
0.51,0.696,0,-8.907,0.0455,0.0406,0.574,0.043,0.566,79.85,294120,4
0.762,0.687,2,-10.879,0.164,0.149,0.0,0.348,0.664,101.789,286015,4
0.443,0.97,11,-7.183,0.217,0.00246,0.0793,0.0877,0.159,126.588,328707,4
0.456,0.344,0,-10.296,0.0298,0.565,9.19e-06,0.114,0.359,117.116,154480,4
0.535,0.424,9,-7.491,0.0314,0.626,0.0,0.191,0.539,97.506,127733,4
0.706,0.823,5,-9.075,0.045,0.124,0.0762,0.0994,0.97,126.155,345903,4
0.548,0.75,7,-6.229,0.284,0.00834,2.81e-06,0.166,0.617,82.811,221227,4
0.321,0.294,7,-12.568,0.0286,0.297,0.000561,0.295,0.18,172.859,153240,4
0.908,0.388,1,-22.742,0.132,0.0224,0.0156,0.251,0.809,95.819,233937,4
0.707,0.48,11,-14.098,0.0726,0.0112,0.901,0.186,0.217,107.002,457000,4
0.664,0.621,2,-6.521,0.0671,0.162,0.0694,0.353,0.489,89.566,205613,4
0.462,0.784,2,-5.069,0.0413,0.209,0.0131,0.0659,0.553,107.66,199053,4
0.459,0.699,5,-12.59,0.0742,0.149,0.0308,0.0911,0.186,97.434,419801,4
0.653,0.265,6,-17.536,0.0499,0.191,0.00331,0.355,0.129,121.021,64693,4
0.784,0.838,7,-9.282,0.0633,0.0499,0.389,0.0403,0.764,122.216,398933,4
0.174,0.628,5,-8.531,0.0627,0.0289,5.11e-05,0.0635,0.458,204.15,399290,3
0.648,0.826,3,-11.809,0.29,0.000161,0.00357,0.147,0.781,130.148,385413,4
0.662,0.631,5,-6.524,0.126,0.419,0.00274,0.11,0.381,136.041,197695,4
0.795,0.674,6,-4.937,0.245,0.0774,0.0,0.0971,0.728,93.087,284947,4
0.451,0.491,2,-14.56,0.0281,0.319,0.00134,0.0872,0.806,94.979,176400,4
0.393,0.703,10,-9.735,0.412,0.0106,0.238,0.571,0.825,185.219,109307,4
0.698,0.607,8,-9.489,0.0603,8.35e-05,0.876,0.121,0.0524,126.024,589067,4
0.48,0.717,0,-6.663,0.23,0.0625,0.000685,0.0814,0.335,109.756,247547,4
0.597,0.888,4,-8.288,0.22,0.383,0.0869,0.43,0.317,115.769,515253,4
0.455,0.493,2,-9.692,0.0284,0.779,0.000702,0.122,0.371,114.989,169533,4
0.487,0.712,8,-7.323,0.27,5.2e-05,0.0,0.198,0.397,156.209,212613,4
0.329,0.554,7,-13.235,0.0555,0.201,0.868,0.0866,0.344,76.788,421160,4
0.256,0.217,9,-9.313,0.0314,0.474,0.0346,0.107,0.346,65.923,95547,4
0.269,0.386,3,-18.731,0.0362,0.73,0.763,0.0969,0.598,79.661,393400,4
0.582,0.36,9,-10.629,0.0292,0.652,0.00412,0.112,0.532,92.402,260240,3
0.841,0.555,2,-10.65,0.164,0.0746,0.664,0.0659,0.789,115.995,368867,4
0.59,0.756,11,-13.328,0.0338,0.545,0.817,0.09,0.885,106.663,292670,3
0.396,0.79,4,-6.182,0.0306,0.000674,0.798,0.092,0.461,107.524,258173,4
0.654,0.414,1,-18.408,0.272,0.444,0.696,0.129,0.321,127.095,333067,4
0.278,0.195,11,-18.339,0.0305,0.708,0.000284,0.105,0.182,145.337,335067,4
0.769,0.493,7,-16.155,0.0579,0.000197,0.933,0.0935,0.0478,128.109,329680,4
0.697,0.997,2,-6.806,0.0611,0.000234,0.842,0.169,0.815,125.654,357329,4
0.63,0.654,11,-12.58,0.045,0.00627,0.739,0.142,0.857,117.15,212000,4
0.639,0.95,9,-8.092,0.0605,0.0401,0.0021,0.0732,0.902,138.041,399000,4
0.869,0.381,11,-15.616,0.263,0.000267,0.445,0.169,0.428,126.012,560600,4
0.356,0.581,0,-8.527,0.0656,0.56,8.17e-05,0.643,0.32,110.918,184733,4
0.591,0.866,9,-10.818,0.0337,0.0054,0.673,0.0892,0.638,140.658,408360,4
0.555,0.875,8,-7.587,0.0471,0.0496,6.91e-05,0.113,0.915,91.96,285867,4
0.765,0.564,2,-10.305,0.0419,0.79,0.000154,0.111,0.885,106.079,183640,4
0.686,0.698,5,-2.942,0.223,0.263,0.0,0.39,0.748,93.118,253200,4
0.563,0.894,0,-4.904,0.329,0.00666,0.0,0.3,0.333,188.89,229107,4
0.262,0.699,1,-10.115,0.0916,0.32,1.66e-06,0.284,0.817,205.041,234293,4
0.523,0.875,9,-8.969,0.0826,0.424,0.00305,0.417,0.258,118.652,174640,4
0.662,0.611,1,-7.921,0.203,0.42,0.000154,0.106,0.244,85.028,149160,4
0.824,0.623,3,-6.167,0.0485,0.334,0.312,0.101,0.518,128.161,772098,4
0.868,0.735,5,-8.793,0.0611,0.106,0.000756,0.039,0.372,125.364,462520,4
0.417,0.24,11,-18.934,0.0279,0.877,0.123,0.112,0.468,105.346,282747,4
0.405,0.142,1,-24.834,0.173,0.894,0.582,0.325,0.0785,98.832,1387773,4
0.804,0.751,8,-14.446,0.0921,0.0217,0.895,0.0869,0.354,130.509,296008,4
0.652,0.706,11,-7.45,0.24,0.0769,0.61,0.585,0.546,92.968,177120,4
0.51,0.505,9,-13.053,0.0344,0.342,0.96,0.117,0.318,114.532,293752,4
0.858,0.767,7,-8.645,0.302,0.00666,0.0,0.0489,0.753,91.522,226800,4
0.731,0.875,1,-11.85,0.0578,0.687,0.556,0.255,0.893,115.887,427049,4
0.716,0.729,1,-11.985,0.233,0.335,5.27e-06,0.226,0.666,114.502,203413,4
0.406,0.572,5,-10.231,0.0305,0.0226,0.095,0.39,0.422,105.624,255863,4
0.438,0.633,6,-11.798,0.0597,0.589,0.000135,0.185,0.746,167.0,270200,4
0.325,0.569,7,-10.826,0.0437,0.207,4.23e-05,0.662,0.231,150.351,274733,4
0.54,0.208,0,-20.187,0.348,0.767,0.806,0.0648,0.576,156.785,235307,3
0.381,0.48,5,-17.322,0.0981,0.847,0.612,0.346,0.202,125.476,802413,4
0.801,0.649,0,-16.399,0.0636,0.971,0.81,0.0886,0.228,160.045,318880,1
0.772,0.509,1,-12.227,0.0471,0.0507,0.0,0.0957,0.844,135.254,436867,4
0.638,0.802,0,-5.369,0.0514,0.0352,0.000177,0.0609,0.348,123.034,182480,4
0.488,0.893,9,-5.042,0.065,0.271,0.00889,0.0924,0.804,100.71,207587,4
0.705,0.938,7,-5.759,0.0801,0.423,0.672,0.281,0.801,97.394,267693,4
0.535,0.911,6,-2.306,0.1,0.457,4.85e-06,0.211,0.864,108.525,159053,4
0.665,0.747,0,-6.745,0.0309,0.126,0.0,0.0721,0.669,90.628,162933,4
0.614,0.821,4,-9.471,0.0544,0.000129,0.93,0.0489,0.652,142.379,359413,4
0.839,0.233,3,-13.539,0.0414,0.745,0.746,0.105,0.778,125.597,194293,4
0.568,0.636,4,-8.862,0.0297,0.431,3.02e-06,0.492,0.71,124.37,104507,4
0.41,0.726,9,-9.924,0.0556,0.0222,0.825,0.212,0.527,110.806,457853,4
0.745,0.654,1,-16.981,0.0499,0.866,0.923,0.0458,0.69,136.979,454133,4
0.253,0.615,7,-9.058,0.0326,0.00262,0.936,0.184,0.0395,111.316,558600,1
0.764,0.431,1,-14.107,0.0487,0.0272,0.933,0.111,0.492,124.99,418858,4
0.744,0.417,1,-12.1,0.0671,0.268,0.00325,0.0795,0.568,148.013,202733,4
0.608,0.777,1,-12.376,0.0482,0.00986,0.00124,0.171,0.907,100.982,385230,4
0.521,0.375,7,-14.399,0.0332,0.884,0.783,0.109,0.456,123.992,428543,3
0.251,0.916,11,-3.363,0.145,0.15,0.744,0.128,0.695,176.902,238457,4
0.515,0.777,1,-11.049,0.23,0.731,0.00136,0.212,0.645,91.435,331027,4
0.655,0.713,6,-11.4,0.0893,0.279,0.0287,0.132,0.433,106.872,450707,4
0.816,0.604,11,-12.078,0.101,0.000736,0.0,0.335,0.757,114.869,394337,4
0.577,0.919,5,-5.111,0.052,0.0263,0.121,0.0941,0.827,111.677,404417,4
0.799,0.505,7,-7.804,0.0557,0.000239,0.583,0.163,0.938,117.058,324200,4
0.943,0.422,8,-7.907,0.111,0.0334,0.000616,0.0256,0.671,128.369,224890,4
0.317,0.35,8,-17.515,0.0337,0.889,0.851,0.106,0.153,129.975,1458013,4
0.77,0.471,1,-12.409,0.0487,0.713,0.0,0.349,0.818,93.01,148933,4
0.884,0.559,10,-10.032,0.128,0.132,0.00028,0.082,0.246,125.818,237412,4
0.664,0.961,3,-8.072,0.0442,0.000984,0.934,0.191,0.86,132.131,392949,4
0.718,0.745,5,-11.265,0.037,0.0299,0.524,0.0918,0.706,109.379,282386,4
0.865,0.523,11,-11.209,0.283,0.000709,0.000435,0.077,0.456,92.861,249880,4
0.782,0.617,6,-13.28,0.288,0.00458,0.0,0.0933,0.476,104.585,249887,4
0.377,0.387,5,-11.688,0.029,0.89,0.427,0.108,0.644,149.126,209187,4
0.425,0.754,1,-8.521,0.0653,0.00246,0.104,0.581,0.615,144.131,380332,4
0.963,0.544,9,-10.471,0.0863,0.00469,4.55e-05,0.0584,0.766,114.744,310293,4
0.697,0.752,8,-6.093,0.195,0.000219,0.0,0.0537,0.676,72.126,223240,1
0.242,0.791,0,-10.503,0.0576,0.0128,0.0431,0.122,0.662,174.268,257147,4
0.569,0.794,2,-7.5,0.0436,0.111,0.00104,0.0839,0.397,106.055,170453,4
0.882,0.767,7,-10.314,0.122,0.00883,0.000982,0.434,0.968,126.889,328859,4
0.597,0.818,5,-9.349,0.057,0.000355,0.0918,0.432,0.713,119.086,413908,4
0.526,0.722,0,-9.497,0.357,0.343,5.02e-06,0.342,0.723,90.438,115827,4
0.721,0.82,9,-9.143,0.0759,0.37,0.0987,0.117,0.702,119.293,419125,4
0.715,0.785,10,-11.396,0.057,0.823,0.0133,0.0817,0.819,99.535,135093,4
0.464,0.415,4,-9.504,0.0276,0.756,0.0,0.372,0.566,96.515,229956,4
0.333,0.209,11,-20.242,0.0424,0.492,0.126,0.187,0.146,131.594,297160,4
0.526,0.767,7,-6.203,0.0444,0.256,1.51e-05,0.216,0.839,119.297,264922,4
0.401,0.507,0,-12.188,0.0416,0.937,0.858,0.198,0.0752,109.104,870107,4
0.575,0.859,11,-8.232,0.0609,0.272,0.00026,0.444,0.738,110.792,472493,4
0.811,0.499,7,-13.821,0.0824,0.00355,0.173,0.0577,0.336,111.771,743493,4
0.648,0.889,6,-9.23,0.0491,0.701,0.568,0.19,0.515,118.458,1210770,4
0.442,0.486,11,-13.41,0.0446,0.864,0.482,0.358,0.369,141.024,179973,4
0.629,0.571,4,-11.152,0.113,0.0192,0.000149,0.113,0.787,100.644,294853,4
0.41,0.67,5,-6.062,0.0333,0.00314,0.823,0.212,0.67,99.024,318760,4
0.638,0.668,0,-9.049,0.0467,0.632,1.44e-05,0.619,0.885,117.45,214773,4
0.428,0.531,7,-12.299,0.0624,0.719,1.49e-05,0.434,0.747,150.231,473000,4
0.379,0.349,7,-18.341,0.0914,0.939,0.92,0.0765,0.0369,107.067,138613,4
0.42,0.867,5,-7.348,0.0363,0.57,0.871,0.134,0.48,101.276,113333,4
0.511,0.673,11,-9.286,0.146,0.255,0.771,0.125,0.454,121.792,454500,4
0.486,0.963,0,-5.586,0.129,0.248,2.39e-06,0.158,0.533,113.133,146573,4
0.267,0.553,8,-9.156,0.0379,0.0042,0.0705,0.216,0.584,177.894,253893,4
0.66,0.395,11,-13.578,0.0412,0.925,0.774,0.14,0.562,110.688,526733,4
0.7,0.485,11,-13.386,0.0463,0.189,0.0434,0.139,0.444,115.909,223651,4
0.595,0.609,1,-12.888,0.0451,0.00612,0.0027,0.074,0.725,121.675,383766,4
0.792,0.676,2,-11.206,0.0657,0.648,0.0975,0.145,0.961,116.116,310987,4
0.38,0.829,5,-6.105,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,179547,4
0.779,0.414,1,-9.698,0.0486,0.0237,0.718,0.102,0.83,124.819,250227,4
0.537,0.342,4,-9.785,0.0338,0.833,0.6,0.0856,0.156,128.331,255387,3
0.518,0.656,4,-7.438,0.0264,0.511,0.156,0.0679,0.203,104.282,290213,4
0.825,0.738,7,-6.57,0.0759,0.316,0.000616,0.0386,0.54,111.379,277773,4
0.59,0.46,0,-18.392,0.0674,0.574,0.0541,0.564,0.777,139.672,191396,4
0.604,0.96,5,-6.943,0.0471,0.0218,0.343,0.174,0.961,118.713,248493,4
0.624,0.872,9,-5.94,0.042,0.479,3.52e-06,0.136,0.905,116.97,223293,4
0.784,0.838,7,-9.282,0.0633,0.0499,0.389,0.0403,0.764,122.216,398933,4
0.652,0.807,0,-4.831,0.049,0.462,0.000826,0.202,0.533,95.012,261813,4
0.733,0.931,11,-6.49,0.0344,0.000546,0.896,0.136,0.566,128.011,350213,4
0.738,0.847,5,-10.534,0.0424,0.00371,0.145,0.0671,0.687,119.629,701093,4
0.715,0.339,4,-19.189,0.284,0.977,0.0166,0.2,0.366,93.658,166400,4
0.615,0.97,1,-2.17,0.454,0.0869,0.0,0.0517,0.441,98.97,254813,4
0.247,0.655,7,-8.477,0.0738,0.126,0.332,0.0846,0.277,102.785,216440,4
0.499,0.377,2,-10.224,0.0302,0.107,0.0,0.149,0.351,142.065,198493,4
0.701,0.303,2,-16.037,0.0383,0.881,0.0422,0.0621,0.677,99.277,196720,4
0.078,0.902,8,-7.018,0.0706,0.362,0.855,0.215,0.125,182.635,292787,3
0.514,0.675,11,-10.966,0.0801,0.00426,0.267,0.105,0.0812,154.962,1262400,4
0.872,0.932,7,-3.742,0.191,0.033,0.0,0.233,0.526,93.026,276600,4
0.726,0.697,2,-8.911,0.207,0.196,0.000105,0.14,0.945,90.908,240627,4
0.773,0.947,8,-5.824,0.249,0.117,0.0,0.44,0.464,102.146,266194,4
0.912,0.847,7,-11.782,0.128,0.0449,0.905,0.0647,0.633,122.335,319206,4
0.64,0.571,8,-13.844,0.293,0.756,0.0368,0.082,0.898,146.95,236656,4
0.512,0.661,2,-10.514,0.0683,0.219,0.855,0.155,0.778,82.006,266040,4
0.277,0.501,9,-11.95,0.0374,0.519,0.609,0.124,0.343,146.263,323947,4
0.588,0.742,9,-9.914,0.0334,0.122,0.927,0.0752,0.306,140.318,165653,4
0.652,0.452,7,-15.558,0.362,0.0128,0.2,0.202,0.591,144.737,145173,4
0.889,0.347,9,-11.608,0.122,0.00258,0.00379,0.119,0.372,139.913,347907,4
0.48,0.162,5,-16.613,0.0359,0.919,0.000731,0.095,0.123,64.168,344000,3
0.641,0.512,10,-9.438,0.0425,0.084,0.914,0.11,0.629,126.57,230980,4
0.483,0.44,2,-12.064,0.0441,0.498,0.00429,0.0884,0.83,79.844,379552,3
0.559,0.164,1,-18.342,0.0326,0.966,0.32,0.0944,0.331,91.761,241867,3
0.764,0.724,0,-5.394,0.054,0.72,0.00135,0.28,0.693,101.505,376600,4
0.518,0.871,11,-6.106,0.0943,0.409,0.829,0.333,0.734,126.498,297080,4
0.318,0.904,1,-6.316,0.312,0.426,0.00549,0.907,0.787,186.716,202400,4
0.654,0.82,6,-7.23,0.0865,0.628,0.209,0.192,0.746,109.755,285600,3
0.862,0.691,8,-9.751,0.119,0.0272,0.0,0.042,0.761,124.868,367600,4
0.591,0.981,4,-2.559,0.0929,0.569,0.0,0.308,0.937,137.651,194173,4
0.594,0.562,11,-7.616,0.0344,0.842,0.883,0.289,0.339,115.328,218160,3
0.793,0.474,5,-17.406,0.0431,0.0776,0.795,0.0636,0.803,119.989,387307,4
0.472,0.328,5,-14.218,0.0676,0.589,0.605,0.137,0.391,139.783,479653,3
0.701,0.268,0,-14.453,0.046,0.953,0.00272,0.179,0.573,80.677,216933,4
0.552,0.854,6,-13.518,0.0606,0.00458,0.783,0.071,0.774,179.0,66680,4
0.431,0.0316,0,-22.681,0.0377,0.993,0.905,0.653,0.185,70.732,170044,4
0.32,0.637,11,-12.303,0.0611,0.804,0.686,0.61,0.468,127.499,533920,4
0.79,0.591,10,-11.371,0.0517,8.18e-06,0.845,0.0789,0.309,129.145,354326,4
0.72,0.787,6,-7.521,0.13,0.168,0.151,0.0633,0.916,123.847,205049,4
0.637,0.73,7,-8.968,0.0585,0.225,0.024,0.0732,0.712,95.497,221973,4
0.771,0.987,11,-6.19,0.0477,0.0124,0.804,0.0567,0.832,130.006,321427,4
0.73,0.41,10,-10.186,0.481,0.903,0.922,0.122,0.885,120.867,229735,4
0.363,0.786,5,-10.403,0.15,0.176,0.00354,0.081,0.722,103.852,436880,4
0.397,0.926,2,-5.925,0.1,0.223,0.00421,0.911,0.678,119.715,471520,4
0.521,0.261,9,-21.941,0.0391,0.21,0.000278,0.0868,0.726,78.706,258264,4
0.508,0.411,9,-21.463,0.0716,0.666,0.333,0.178,0.662,80.922,178008,4
0.168,0.85,8,-13.037,0.0679,0.447,0.252,0.518,0.0387,151.297,1035285,4
0.635,0.878,8,-7.642,0.0527,0.0108,0.0548,0.0417,0.909,117.597,500893,4
0.483,0.488,6,-13.056,0.0323,0.00624,0.0213,0.112,0.237,128.94,221400,4
0.417,0.693,10,-8.984,0.0329,0.0147,0.0914,0.28,0.285,115.909,197973,4
0.534,0.337,4,-9.159,0.0309,0.712,0.0,0.271,0.257,131.238,188133,4
0.743,0.583,1,-14.382,0.0416,0.359,0.542,0.227,0.961,89.533,101947,4
0.353,0.0584,2,-23.809,0.0414,0.979,0.0111,0.0654,0.0642,81.985,299533,4
0.44,0.499,11,-9.517,0.0358,0.492,0.0233,0.111,0.379,144.137,199880,4
0.484,0.884,9,-5.878,0.185,0.286,0.867,0.892,0.661,136.416,364013,4
0.526,0.294,6,-11.202,0.0327,0.833,0.0156,0.109,0.264,137.96,245293,4
0.176,0.754,5,-8.753,0.194,0.251,0.779,0.459,0.567,160.26,259627,4
0.478,0.748,0,-7.723,0.0463,0.198,1.68e-05,0.0776,0.81,121.076,110747,4
0.552,0.425,4,-11.437,0.0255,0.144,0.208,0.125,0.639,86.865,314653,4
0.459,0.645,11,-12.363,0.0487,0.827,0.608,0.256,0.614,143.032,272200,4
0.368,0.653,2,-6.076,0.0617,0.238,0.0,0.19,0.763,170.686,163620,4
0.745,0.908,6,-6.016,0.151,0.0397,2.46e-05,0.102,0.727,108.788,438732,4
0.638,0.744,7,-15.36,0.0553,0.834,0.382,0.118,0.801,121.151,256400,4
0.499,0.605,10,-6.835,0.0506,0.775,0.0,0.17,0.562,81.554,151500,4
0.721,0.768,11,-9.232,0.0578,0.485,0.0408,0.0597,0.875,117.43,672139,4
0.721,0.713,8,-11.678,0.032,0.751,0.691,0.125,0.958,125.098,405253,4
0.656,0.792,2,-7.121,0.0478,0.0688,0.654,0.091,0.498,93.804,180078,4
0.794,0.766,0,-7.024,0.0584,0.0397,5.93e-05,0.105,0.962,127.059,336773,4
0.911,0.504,8,-7.666,0.0679,0.911,0.0,0.116,0.903,116.393,170919,1
0.817,0.868,9,-3.02,0.336,0.029,0.0,0.0876,0.568,102.497,244253,4
0.344,0.361,4,-17.302,0.0281,0.884,0.84,0.123,0.286,104.43,340173,4
0.672,0.767,8,-7.434,0.198,0.408,0.267,0.454,0.541,130.371,353653,4
0.29,0.414,11,-16.281,0.0368,0.109,0.704,0.13,0.219,103.994,604213,4
0.704,0.948,9,-8.189,0.0782,0.00416,0.881,0.00997,0.726,122.995,364693,4
0.787,0.58,1,-17.922,0.0454,0.261,0.87,0.104,0.931,128.938,394360,4
0.646,0.334,8,-20.239,0.0372,0.546,2.71e-05,0.109,0.836,101.865,175533,4
0.279,0.514,10,-6.901,0.0339,0.653,0.000501,0.433,0.419,92.263,134976,3
0.653,0.658,8,-8.093,0.05,0.146,0.0028,0.0881,0.678,136.128,119188,4
0.248,0.759,7,-3.838,0.0533,0.0129,2.03e-06,0.163,0.419,122.608,295627,3
0.356,0.806,2,-10.506,0.0899,0.132,0.0051,0.105,0.599,115.271,292000,4
0.576,0.675,2,-9.088,0.0289,0.000512,0.0725,0.0652,0.366,114.863,197107,4
0.497,0.758,11,-11.439,0.0282,0.000669,0.744,0.167,0.547,92.592,278560,4
0.793,0.632,6,-13.029,0.0926,0.00114,0.889,0.0869,0.358,131.641,312533,4
0.799,0.764,11,-7.85,0.0919,0.217,0.718,0.281,0.381,127.498,256413,4
0.709,0.73,8,-9.004,0.0541,5.26e-06,0.491,0.248,0.353,128.004,376627,4
0.281,0.0576,2,-23.794,0.0458,0.979,0.0123,0.067,0.0648,87.967,299533,4
0.54,0.459,5,-13.608,0.0436,0.749,0.000144,0.121,0.66,116.657,331173,4
0.474,0.673,6,-13.307,0.0656,0.791,0.239,0.0931,0.685,89.787,349427,4
0.577,0.162,11,-22.378,0.0277,0.944,0.872,0.0947,0.0379,82.969,844943,4
0.462,0.722,11,-7.731,0.0338,0.0374,0.00551,0.126,0.921,131.915,568827,4
0.807,0.893,11,-8.315,0.16,0.469,0.000485,0.0674,0.965,124.944,246080,4
0.445,0.279,4,-16.49,0.0426,0.984,0.871,0.0977,0.426,145.582,353293,4
0.787,0.906,7,-7.444,0.0539,0.000124,0.915,0.15,0.473,132.806,478800,4
0.89,0.878,1,-4.996,0.13,0.0241,0.0312,0.0383,0.835,127.038,434893,4
0.945,0.681,5,-5.908,0.185,0.217,0.000992,0.0647,0.629,125.011,444047,4
0.694,0.932,0,-7.1,0.0644,0.0193,0.0129,0.128,0.887,126.455,513717,4
0.762,0.912,4,-8.949,0.185,0.00244,0.241,0.329,0.818,123.99,244253,4
0.586,0.811,6,-8.159,0.0708,0.319,1.22e-05,0.22,0.668,105.495,190374,4
0.766,0.856,8,-11.249,0.115,0.131,0.0205,0.397,0.696,106.114,403760,4
0.79,0.429,0,-8.654,0.078,0.119,6.6e-06,0.23,0.778,134.828,307853,4
0.834,0.313,2,-21.646,0.057,0.3,0.782,0.0998,0.173,119.966,319347,4
0.742,0.957,0,-8.428,0.0362,0.000909,0.904,0.0819,0.39,129.993,413635,4
0.451,0.62,5,-13.122,0.038,0.356,0.892,0.0637,0.389,184.432,246827,4
0.283,0.538,2,-8.407,0.0334,0.533,0.0672,0.126,0.149,138.652,209389,4
0.383,0.832,7,-11.296,0.0928,0.52,0.00305,0.295,0.531,117.302,178495,4
0.747,0.84,2,-6.324,0.0692,0.01,0.000197,0.662,0.723,124.094,408560,4
0.426,0.903,1,-5.822,0.0659,0.000135,0.0256,0.699,0.12,121.03,254067,4
0.889,0.84,8,-6.771,0.0331,0.109,0.37,0.104,0.158,123.983,381806,4
0.835,0.904,1,-7.572,0.067,0.00125,0.256,0.0681,0.382,126.561,294040,4
0.264,0.691,10,-7.638,0.0372,0.11,2.45e-05,0.516,0.392,142.717,189227,4
0.572,0.51,1,-12.823,0.328,0.236,0.000809,0.0884,0.738,92.923,454560,4
0.632,0.987,7,-4.532,0.0559,0.603,0.842,0.14,0.929,133.995,248467,4
0.46,0.67,7,-6.067,0.0874,0.0575,1.92e-05,0.0982,0.449,105.74,165107,4
0.853,0.614,6,-10.426,0.125,0.763,0.069,0.0757,0.767,94.451,163027,4
0.513,0.271,5,-18.032,0.0826,0.87,0.889,0.0755,0.669,73.197,376560,4
0.803,0.654,0,-10.071,0.0468,0.00349,0.733,0.0859,0.435,128.007,467333,4
0.799,0.448,9,-9.101,0.0534,0.16,0.435,0.0479,0.694,110.063,187970,4
0.858,0.858,2,-10.59,0.0628,0.022,0.854,0.058,0.854,120.008,323161,4
0.611,0.461,0,-12.925,0.0432,0.276,0.307,0.0971,0.248,127.074,1224156,4
0.718,0.767,2,-12.314,0.0493,0.257,0.155,0.238,0.502,126.018,500552,4
0.801,0.74,1,-10.485,0.0427,0.0198,0.87,0.0672,0.588,127.003,540508,4
0.752,0.791,10,-12.4,0.0554,0.637,0.751,0.1,0.11,116.004,553500,4
0.396,0.909,9,-7.859,0.0574,0.564,0.821,0.393,0.297,119.991,214240,4
0.563,0.464,8,-9.203,0.248,0.111,0.933,0.0528,0.06,121.374,439007,4
0.744,0.484,7,-13.403,0.0438,0.573,0.94,0.107,0.289,125.007,587040,4
0.624,0.894,0,-9.969,0.0768,0.464,0.892,0.164,0.73,119.503,203082,4
0.751,0.957,0,-5.454,0.115,0.431,0.00259,0.78,0.923,131.861,229867,4
0.553,0.567,11,-14.529,0.0774,0.706,0.0,0.151,0.707,82.872,167837,4
0.389,0.905,5,-8.117,0.176,0.666,0.0224,0.401,0.663,68.826,217267,4
0.541,0.622,3,-6.087,0.0302,0.517,0.000603,0.0416,0.897,100.861,163387,4
0.625,0.963,0,-4.655,0.0874,0.536,0.00174,0.0643,0.794,123.052,218201,4
0.642,0.806,2,-5.911,0.0691,0.613,0.000329,0.13,0.772,93.83,218573,4
0.796,0.665,8,-7.094,0.0893,0.00741,0.0,0.0941,0.716,113.198,268853,4
0.642,0.849,6,-6.199,0.0484,0.0193,0.799,0.0515,0.647,125.695,513307,4
0.72,0.744,7,-9.664,0.0485,0.000628,0.825,0.0907,0.152,126.015,320086,4
0.203,0.483,2,-14.788,0.0461,0.415,0.0403,0.0782,0.116,121.887,285003,5
0.48,0.188,5,-16.333,0.0401,0.69,0.462,0.107,0.611,84.178,245080,4
0.55,0.568,5,-10.387,0.037,0.432,0.81,0.104,0.341,94.04,202147,4
0.473,0.406,0,-11.317,0.112,0.131,0.788,0.109,0.323,176.863,304632,5
0.724,0.856,9,-10.862,0.068,0.0137,0.701,0.0574,0.595,154.022,512120,4
0.468,0.408,8,-15.807,0.131,0.849,3.11e-05,0.145,0.447,128.679,90667,4
0.799,0.614,7,-11.09,0.0873,0.193,0.922,0.102,0.0372,119.995,480000,4
0.602,0.929,8,-9.66,0.0528,0.0529,0.868,0.124,0.658,124.56,678907,4
0.614,0.547,11,-10.754,0.116,0.36,0.0448,0.352,0.922,122.365,404391,4
0.606,0.815,11,-9.147,0.0489,0.456,0.56,0.0926,0.882,128.164,284986,4
0.801,0.857,1,-7.602,0.0593,0.000293,0.656,0.148,0.63,127.924,408400,4
0.876,0.518,5,-13.189,0.0619,0.0701,0.0249,0.0651,0.871,115.955,378485,4
0.723,0.754,10,-9.376,0.0576,0.0491,0.00112,0.393,0.592,97.201,420720,4
0.8,0.998,11,-12.176,0.0654,0.207,0.929,0.0538,0.191,132.03,337932,4
0.913,0.351,1,-12.246,0.311,0.674,0.00253,0.0804,0.303,105.013,230746,4
0.627,0.66,0,-9.405,0.121,0.306,0.0532,0.134,0.965,149.01,300611,4
0.639,0.652,9,-8.215,0.0289,0.576,0.00111,0.171,0.784,131.309,202000,4
0.358,0.343,11,-11.845,0.0331,0.829,0.00499,0.178,0.117,125.13,242040,4
0.797,0.945,1,-8.502,0.048,0.0526,0.9,0.0653,0.634,128.004,408406,3
0.284,0.456,0,-9.757,0.0383,0.849,0.000127,0.13,0.226,83.373,231240,1
0.327,0.971,0,-10.844,0.0365,0.64,0.863,0.108,0.924,119.084,396000,4
0.622,0.413,3,-10.972,0.0357,0.408,0.517,0.101,0.21,108.804,439133,4
0.605,0.679,9,-8.854,0.0421,0.917,0.912,0.0985,0.845,169.467,358582,4
0.784,0.483,11,-11.687,0.218,0.113,0.835,0.657,0.775,88.653,151679,4
0.591,0.571,8,-18.388,0.0471,0.713,0.724,0.448,0.672,109.763,593770,4
0.801,0.879,0,-9.882,0.0787,0.0168,0.917,0.114,0.462,129.998,294899,4
